Anunciante,Marca,Modelo,Versão,Combustível,Mês de Registo,Ano,Quilómetros,Cilindrada,Potência,Valor Fixo,IVA Discriminado,Possibilidade de financiamento,Segmento,Cor,Tipo de Caixa,Número de Mudanças,Nº de portas,Lotação,Classe do veículo,Tracção,Emissões CO2,Garantia de Stand (incl. no preço),Registo(s),Origem,Livro de Revisões completo,Condição,Preco,ID Anuncio,Data Anuncio,Link,Tipo de cor,IUC,Não fumador,2º Chave,Consumo Urbano,Inspecção válida até,Consumo Extra Urbano,VIN,Garantia de Fábrica até,Consumo Combinado,Sub-modelo,Autonomia,Capacidade da bateria,Bateria,Autonomia Máxima,ou até,Consumo,Site,Portugal,Data
Profissional,Fiat,500,1.0 Hybrid Connect,Gasolina,Fevereiro,2022,57 159 km,999 cm3,70 cv,,Sim,Sim,Citadino,Cinzento,Manual,6,3,4,,Tracção dianteira,114 g/km,18 Meses,1,Nacional,Sim,Usados,13 750,8092080383,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-500-1-0-hybrid-connect-ID8PDxLx.html,,,Sim,Sim,,,,Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Mercedes-Benz,A 180,CDi BE Edition,Diesel,Março,2015,240 000 km,1 461 cm3,109 cv,,,Sim,Utilitário,Cinzento,Manual,,5,5,Classe 1,,,18 Meses,,,,Usados,14 500,8092096822,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mercedes-benz-a-180-cdi-be-edition-ID8PDC2G.html,,,,Sim,,,,,,,Classe A,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Citroën,C3,1.2 PureTech C-Series,Gasolina,Janeiro,2020,60 718 km,1 199 cm3,83 cv,Sim,,Sim,Utilitário,Cinzento,Manual,5,5,5,,,,18 Meses,,,,Usados,14 350,8091752175,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c3-1-2-puretech-c-series-ID8PCanR.html,Metalizado,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,BMW,116,d EfficientDynamics,Diesel,Setembro,2014,114 000 km,1 598 cm3,116 cv,Sim,,Sim,Utilitário,Branco,Manual,6,5,5,Classe 1,Tracção traseira,99 g/km,18 Meses,1,Nacional,Sim,Usados,13 990,8091833662,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-116-d-efficientdynamics-ID8PCwAa.html,Metalizado,149 €,,Sim,"4,40 l/100km",18 Setembro 2024,"3,40 l/100km",Mostrar VIN,,,Série 1,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Peugeot,308 SW,1.6 BlueHDi Active,Diesel,Abril,2018,135 000 km,1 560 cm3,120 cv,,,,Carrinha,Outra,Manual,,5,5,,,,18 Meses,,Importado,,Usados,12 800,8091265306,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-sw-1-6-bluehdi-active-ID8PA7J8.html,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Opel,Astra Sports Tourer,1.0 Innovation S/S,Gasolina,Julho,2018,81 929 km,999 cm3,105 cv,,,,Carrinha,Cinzento,Manual,5,5,5,Classe 1,Tracção dianteira,135 g/km,18 Meses,1,Nacional,Sim,Usados,13 200,8092091231,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-astra-sports-tourer-1-0-innovation-s-s-ID8PDAAw.html,Metalizado,,Sim,Sim,"5,40 l/100km",,"4,20 l/100km",Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Renault,Clio Sport Tourer,1.5 dCi Limited,Diesel,Fevereiro,2017,70 000 km,1 461 cm3,90 cv,Sim,,Sim,Carrinha,Cinzento,Manual,5,5,5,Classe 1,Tracção dianteira,,18 Meses,1,Nacional,,Usados,11 750,8091381065,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-sport-tourer-1-5-dci-limited-ID8PABQd.html,Metalizado,150 €,Sim,Sim,,25 Fevereiro 2025,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Fiat,500,1.2 Lounge,Gasolina,Março,2019,72 035 km,1 242 cm3,69 cv,Sim,,Sim,Pequeno citadino,Preto,Manual,,3,4,Classe 1,Tracção dianteira,,18 Meses,,Nacional,Sim,Usados,13 990,8091607718,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-500-1-2-lounge-ID8PByNU.html,,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,MINI,Cooper,D,Diesel,Junho,2015,90 000 km,1 496 cm3,116 cv,Sim,,Sim,Utilitário,Azul,Manual,6,5,5,Classe 1,Tracção dianteira,114 g/km,18 Meses,1,,Sim,Usados,14 990,8091544103,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-cooper-d-ID8PBifR.html,Metalizado,,,Sim,"4,40 l/100km",17 Junho 2024,"3,60 l/100km",,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,VW,e-Up!,AC/DC,Eléctrico,Julho,2015,56 700 km,,82 cv,Sim,,Sim,Citadino,Preto,Automática,,5,4,,Tracção dianteira,,18 Meses,,Nacional,,Usados,10 900,8090753123,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-e-up-ac-dc-ID8PxYu7.html,,,,,,,,,,,,150 km,18 kWh,Própria,,,,StandVirtual,Yes,2024-03-29
Profissional,Renault,Captur,ENERGY TCe 120 EDC Dynamique,Gasolina,Março,2014,50 000 km,1 197 cm3,120 cv,Sim,,Sim,Monovolume,Laranja,Automática,,5,5,,,,18 Meses,,Importado,,Usados,13 650,8091614225,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-captur-energy-tce-120-edc-dynamique-ID8PBAuR.html,Metalizado,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Peugeot,108,1.0 VTi Style,Gasolina,Junho,2019,78 634 km,998 cm3,72 cv,Sim,,Sim,Citadino,Preto,Manual,5,5,4,Classe 1,Tracção dianteira,110 g/km,18 Meses,1,Nacional,Sim,Usados,10 990,8091020056,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-108-1-0-vti-style-ID8Pz5Wu.html,Metalizado,,Sim,Sim,"4,90 l/100km",1 Junho 2025,"3,60 l/100km",Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Mitsubishi,Space Star,1.2 Intense Connect Edition,Gasolina,Maio,2023,18 756 km,1 193 cm3,71 cv,,Sim,Sim,Pequeno citadino,Cinzento,Manual,5,5,5,Classe 1,Tracção dianteira,116 g/km,18 Meses,,Nacional,,Usados,14 490,8091849468,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mitsubishi-space-star-1-2-intense-connect-edition-ID8PCzH6.html,Metalizado,,,Sim,"5,30 l/100km",,"4,40 l/100km",,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Fiat,Tipo Station Wagon,1.3 M-Jet Lounge J17,Diesel,Julho,2020,70 183 km,1 248 cm3,95 cv,,Sim,Sim,Carrinha,Preto,Manual,5,5,5,Classe 1,Tracção dianteira,99 g/km,18 Meses,1,Nacional,Sim,Usados,14 499,8090807490,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-tipo-station-wagon-1-3-m-jet-lounge-j17-ID8PycD0.html,,,Sim,Sim,"5,30 l/100km",,"3,50 l/100km",,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,VW,Polo,1.0 Confortline,Gasolina,Dezembro,2020,53 578 km,999 cm3,80 cv,Sim,Sim,,Citadino,Cinzento,Manual,,5,5,,,,18 Meses,,Nacional,,Usados,13 990,8092136163,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-polo-1-0-confortline-ID8PDMhd.html,,,,,,,,Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Peugeot,208,1.6 BlueHDi Style,Diesel,Fevereiro,2017,95 000 km,1 560 cm3,75 cv,Sim,,Sim,Citadino,Preto,Manual,,5,5,,,,18 Meses,,Nacional,,Usados,12 999,8092085539,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-208-1-6-bluehdi-style-ID8PDz6H.html,,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Fiat,500C,1.2 Lounge,Gasolina,Junho,2019,96 597 km,1 242 cm3,69 cv,,Sim,Sim,Cabrio,Branco,Manual,5,2,4,Classe 1,Tracção dianteira,131 g/km,18 Meses,1,Nacional,,Usados,13 250,8091402064,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-500c-1-2-lounge-ID8PAHiU.html,,,,Sim,"5,90 l/100km",,"4,40 l/100km",,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Citroën,DS3,1.6 e-HDi So Chic,Diesel,Março,2014,161 500 km,1 560 cm3,92 cv,Sim,,Sim,Cabrio,Preto,Manual,,3,5,Classe 2,,,18 Meses,2,,,Usados,9 990,8091229961,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-ds3-1-6-e-hdi-so-chic-ID8PzYx3.html,Metalizado,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Opel,Adam,1.2 Glam,Gasolina,Abril,2019,107 966 km,1 229 cm3,70 cv,,Sim,Sim,Citadino,Vermelho,Manual,5,3,4,Classe 1,Tracção dianteira,145 g/km,18 Meses,1,Nacional,Sim,Usados,12 999,8090904019,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-adam-1-2-glam-ID8PyBJW.html,,,Sim,Sim,"7,40 l/100km",30 Abril 2025,"4,70 l/100km",Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Fiat,Tipo Station Wagon,1.3 M-Jet Lounge J17,Diesel,Julho,2020,79 900 km,1 248 cm3,95 cv,Sim,Sim,Sim,Carrinha,Azul,Manual,5,5,5,Classe 1,Tracção dianteira,99 g/km,18 Meses,1,Nacional,,Usados,14 750,8091892037,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-tipo-station-wagon-1-3-m-jet-lounge-j17-ID8PCKLH.html,Metalizado,,Sim,Sim,"5,30 l/100km",,"3,50 l/100km",Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Renault,Clio,1.5 dCi Zen,Diesel,Agosto,2017,103 467 km,1 461 cm3,90 cv,Sim,,,Citadino,Cinzento,Manual,,5,5,Classe 1,,82 g/km,18 Meses,1,Nacional,,Usados,12 950,8091617330,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-1-5-dci-zen-ID8PBBiV.html,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Alfa Romeo,MiTo,0.9 T TwinAir Super,Gasolina,Agosto,2018,62 283 km,875 cm3,105 cv,Sim,,Sim,Citadino,Cinzento,Manual,6,3,5,Classe 1,,,18 Meses,,Nacional,Sim,Usados,11 990,8091813119,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/alfa-romeo-mito-0-9-t-twinair-super-ID8PCqeP.html,,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Citroën,C3,1.0 PureTech Confort,Gasolina,Março,2015,129 979 km,999 cm3,68 cv,Sim,,Sim,Citadino,Branco,Manual,,5,5,,,,18 Meses,,,,Usados,8 499,8091664150,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c3-1-0-puretech-confort-ID8PBNu6.html,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,SEAT,Leon ST,1.6 TDI Reference S/S,Diesel,Outubro,2018,137 742 km,1 598 cm3,115 cv,Sim,,Sim,Carrinha,Cinzento,Manual,,5,5,,,,18 Meses,,,,Usados,14 749,8091562171,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/seat-leon-st-1-6-tdi-reference-s-s-ID8PBmXh.html,Metalizado,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Citroën,C4 Cactus,1.2 PureTech Feel,Gasolina,Janeiro,2017,108 489 km,1 199 cm3,82 cv,Sim,,Sim,SUV / TT,Cinzento,Manual,,5,5,,,,18 Meses,,,,Usados,11 949,8091856463,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-1-2-puretech-feel-ID8PCBwW.html,Metalizado,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Citroën,C4 Cactus,1.2 PureTech Feel,Gasolina,Janeiro,2019,97 922 km,1 199 cm3,130 cv,Sim,,Sim,SUV / TT,Cinzento,Manual,,5,5,,,,18 Meses,,,,Usados,13 989,8091796731,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c4-cactus-1-2-puretech-feel-ID8PClYw.html,,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Nissan,Juke,1.5 dCi N-Connecta,Diesel,Novembro,2014,109 955 km,1 461 cm3,110 cv,Sim,,Sim,SUV / TT,Branco,Manual,,5,5,,,,18 Meses,,,,Usados,12 899,8091962568,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-juke-1-5-dci-n-connecta-ID8PD37i.html,Metalizado,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Peugeot,2008,1.6 BlueHDi Style,Diesel,Fevereiro,2016,99 700 km,1 560 cm3,100 cv,,,Sim,SUV / TT,Branco,Manual,,5,,,,,18 Meses,,,Sim,Usados,13 900,8091130517,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-6-bluehdi-style-ID8PzyF7.html,Metalizado,,Sim,Sim,"3,90 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Renault,Grand Scénic,ENERGY dCi 110 S&S Paris,Diesel,Outubro,2014,258 000 km,1 461 cm3,110 cv,,,Sim,Monovolume,Castanho,Manual,6,5,7,Classe 1,,,18 Meses,,,,Usados,11 900,8090248506,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-grand-scnic-energy-dci-110-s-s-paris-ID8PwRd8.html,Metalizado,,Sim,Sim,"4,50 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Fiat,500,0.9 8V TwinAir Lounge Dualogic,Gasolina,Dezembro,2016,99 000 km,875 cm3,85 cv,,,Sim,Pequeno citadino,Branco,Automática,,3,,,,,18 Meses,,,,Usados,12 900,8088133186,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-500-0-9-8v-twinair-lounge-dualogic-ID8PmYW4.html,Pérola,,Sim,Sim,"5,50 l/100km",,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Ford,EcoSport,,Gasolina,Janeiro,2017,89 500 km,998 cm3,125 cv,Sim,,Sim,Carrinha,Branco,Manual,,5,5,Classe 1,,,18 Meses,1,Nacional,Sim,Usados,12 450,8090080915,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/ford-ecosport-ID8Pw9C3.html,,,Sim,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Hyundai,i10,1.0 Urban,Gasolina,Agosto,2017,68 000 km,998 cm3,67 cv,Sim,,Sim,Citadino,Vermelho,Manual,,5,5,Classe 1,,108 g/km,18 Meses,,Nacional,Sim,Usados,10 450,8091408154,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/hyundai-i10-1-0-urban-ID8PAIT8.html,Metalizado,,,,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Volvo,V40,2.0 D2 R-Design,Diesel,Abril,2015,168 316 km,1 969 cm3,120 cv,,,,Utilitário,Preto,Manual,6,5,5,Classe 1,Tracção dianteira,94 g/km,18 Meses,1,Importado,,Usados,13 900,8092091213,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/volvo-v40-2-0-d2-r-design-ID8PDAAd.html,Metalizado,,Sim,Sim,4 l/100km,,"3,30 l/100km",Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Nissan,Leaf,Acenta,Eléctrico,Junho,2016,120 000 km,,109 cv,Sim,,Sim,Utilitário,Cinzento,Automática,,5,5,Classe 1,Tracção dianteira,,18 Meses,,Nacional,,Usados,9 900,8092104332,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-leaf-acenta-ID8PDDZO.html,,,,,,,,,,,,,30 kWh,Própria,,,,StandVirtual,Yes,2024-03-29
Profissional,Fiat,Tipo Station Wagon,1.3 M-Jet Street,Diesel,Junho,2019,76 969 km,1 248 cm3,95 cv,Sim,,,Carrinha,Cinzento,Manual,,5,5,Classe 1,,,18 Meses,1,Nacional,,Usados,13 990,8092097425,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-tipo-station-wagon-1-3-m-jet-street-ID8PDCcp.html,Metalizado,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Renault,Mégane,1.5 dCi Limited,Diesel,Setembro,2016,149 000 km,1 461 cm3,110 cv,,,,Utilitário,Cinzento,Manual,6,5,5,Classe 1,Tracção dianteira,95 g/km,18 Meses,1,Importado,Sim,Usados,14 400,8091037222,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-mgane-1-5-dci-limited-ID8Pzaom.html,Metalizado,,Sim,Sim,"4,20 l/100km",,"3,40 l/100km",Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Smart,Fortwo Cabrio,1.0 71 Passion Aut.,Gasolina,Dezembro,2019,31 084 km,999 cm3,71 cv,Sim,,Sim,Cabrio,Preto,Automática,6,2,2,,Tracção traseira,99 g/km,18 Meses,1,Nacional,,Usados,13 750,8092089735,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/smart-fortwo-cabrio-1-0-71-passion-aut-ID8PDAcn.html,Metalizado,,,Sim,"5,10 l/100km",17 Dezembro 2025,"3,80 l/100km",Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Opel,Corsa,1.4 Enjoy Easytronic,Gasolina,Julho,2015,72 700 km,1 398 cm3,90 cv,Sim,,Sim,Utilitário,Branco,Automática,,5,5,,,112 g/km,18 Meses,1,Nacional,,Usados,11 900,8091963167,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/opel-corsa-1-4-enjoy-easytronic-ID8PD3gX.html,,,Sim,Sim,,,,Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Peugeot,308,1.5 BlueHDi Business Line,Diesel,Agosto,2019,54 690 km,1 499 cm3,102 cv,Sim,Sim,Sim,Utilitário,Branco,Manual,6,5,5,Classe 1,Tracção dianteira,119 g/km,18 Meses,1,Nacional,,Usados,13 950,8091384560,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-308-1-5-bluehdi-business-line-ID8PACKA.html,,,Sim,Sim,"4,40 l/100km",,"3,40 l/100km",,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Peugeot,2008,1.6 BlueHDi Style,Diesel,Fevereiro,2018,83 643 km,1 560 cm3,75 cv,,,Sim,SUV / TT,Branco,Manual,5,5,5,Classe 1,Tracção dianteira,97 g/km,18 Meses,,,,Usados,13 800,8091811850,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-6-bluehdi-style-ID8PCpUm.html,Mate,,,,"4,40 l/100km",,"3,30 l/100km",Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Smart,ForTwo Coupé,Electric Drive Passion,Eléctrico,Outubro,2020,28 560 km,,82 cv,,Sim,Sim,Pequeno citadino,Branco,Automática,1,3,2,,Tracção traseira,,24 Meses,1,Importado,Sim,Usados,13 750,8092097403,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/smart-fortwo-coup-electric-drive-passion-ID8PDCc3.html,,,Sim,Sim,,,,,,,,,,Própria,,,,StandVirtual,Yes,2024-03-29
Profissional,Renault,Clio,0.9 TCe GT Line,Gasolina,Fevereiro,2016,79 999 km,898 cm3,90 cv,Sim,,Sim,Citadino,Branco,Manual,,5,5,Classe 1,,,18 Meses,1,Nacional,Sim,Usados,13 750,8091861976,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-0-9-tce-gt-line-ID8PCCVQ.html,Metalizado,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Peugeot,2008,1.6 BlueHDi Style,Diesel,Fevereiro,2018,83 643 km,1 560 cm3,75 cv,,,Sim,SUV / TT,Branco,Manual,5,5,5,Classe 1,Tracção dianteira,97 g/km,18 Meses,,,,Usados,13 800,8091811850,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/peugeot-2008-1-6-bluehdi-style-ID8PCpUm.html,Mate,,,,"4,40 l/100km",,"3,30 l/100km",Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Smart,ForTwo Coupé,Electric Drive Passion,Eléctrico,Outubro,2020,28 560 km,,82 cv,,Sim,Sim,Pequeno citadino,Branco,Automática,1,3,2,,Tracção traseira,,24 Meses,1,Importado,Sim,Usados,13 750,8092097403,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/smart-fortwo-coup-electric-drive-passion-ID8PDCc3.html,,,Sim,Sim,,,,,,,,,,Própria,,,,StandVirtual,Yes,2024-03-29
Profissional,MINI,Cooper,D Auto Seven Chili,Diesel,Dezembro,2014,90 000 km,1 496 cm3,116 cv,Sim,,Sim,Citadino,Castanho,Automática,7,3,4,Classe 1,Tracção dianteira,99 g/km,18 Meses,,,Sim,Usados,14 900,8091720105,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-cooper-d-auto-seven-chili-ID8PC22B.html,Metalizado,,Sim,Sim,"4,20 l/100km",,"3,50 l/100km",,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Renault,Clio,0.9 TCe GT Line,Gasolina,Fevereiro,2016,79 999 km,898 cm3,90 cv,Sim,,Sim,Citadino,Branco,Manual,,5,5,Classe 1,,,18 Meses,1,Nacional,Sim,Usados,13 750,8091861976,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-0-9-tce-gt-line-ID8PCCVQ.html,Metalizado,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Fiat,500C,1.0 Hybrid Connect,Gasolina,Dezembro,2020,58 700 km,999 cm3,70 cv,Sim,,Sim,Cabrio,Cinzento,Manual,6,2,4,Classe 1,Tracção dianteira,115 g/km,18 Meses,1,Nacional,Sim,Usados,13 680,8092041423,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-500c-1-0-hybrid-connect-ID8PDnD9.html,Metalizado,110 €,Sim,Sim,"4,90 l/100km",10 Dezembro 2024,"3,60 l/100km",,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Renault,Clio Sport Tourer,1.5 dCi Zen,Diesel,Janeiro,2017,118 040 km,1 461 cm3,90 cv,,,Sim,Carrinha,Branco,Manual,5,5,5,Classe 1,Tracção dianteira,82 g/km,18 Meses,,Importado,Sim,Usados,12 750,8087103190,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-clio-sport-tourer-1-5-dci-zen-ID8PiEYe.html,,,Sim,Sim,,,,Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,VW,Polo,1.0 TSI Comfortline,Gasolina,Abril,2021,69 500 km,999 cm3,95 cv,,Sim,Sim,Utilitário,Laranja,Manual,5,5,5,,Tracção dianteira,101 g/km,24 Meses,1,Nacional,Sim,Usados,14 950,8091883986,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/vw-polo-1-0-tsi-comfortline-ID8PCIFQ.html,Metalizado,,Sim,Sim,"5,50 l/100km",,"3,80 l/100km",Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Nissan,Micra,0.9 IG-T N-Connecta S/S,Gasolina,Janeiro,2019,73 000 km,898 cm3,90 cv,Sim,,Sim,Citadino,Vermelho,Manual,5,5,,,Tracção dianteira,118 g/km,18 Meses,,Importado,Sim,Usados,12 500,8091899739,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/nissan-micra-0-9-ig-t-n-connecta-s-s-ID8PCMLW.html,Metalizado,,Sim,Sim,"6,30 l/100km",,"4,50 l/100km",Mostrar VIN,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,MINI,One,Blackyard,Gasolina,Fevereiro,2016,84 000 km,1 198 cm3,102 cv,Sim,,Sim,Citadino,Branco,Manual,6,3,4,Classe 1,Tracção dianteira,109 g/km,18 Meses,1,,Sim,Usados,13 880,8092046055,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/mini-one-blackyard-ID8PDoPR.html,Metalizado,110 €,Sim,Sim,"5,80 l/100km",,4 l/100km,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Particular,Kia,Picanto,1.0 CVVT EX GPL,Gasolina,Dezembro,2016,125 000 km,998 cm3,67 cv,,,,Citadino,Branco,Manual,5,5,5,,Tracção dianteira,110 g/km,,1,Nacional,Sim,Usados,7 850,8091768135,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/kia-picanto-1-0-cvvt-ex-gpl-ID8PCexh.html,Metalizado,"108,32 €",Sim,Sim,"8,20 l/100km",28 Dezembro 2024,5 l/100km,Mostrar VIN,,,,,,,795 km,150 000 km,,StandVirtual,Yes,2024-03-29
Profissional,BMW,318,d Touring,Diesel,Janeiro,2014,216 619 km,1 995 cm3,143 cv,Sim,,Sim,Carrinha,Cinzento,Manual,6,5,5,Classe 1,Tracção traseira,,18 Meses,2,Importado,Sim,Usados,14 950,8091922214,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/bmw-318-d-touring-ID8PCSCq.html,,,,Sim,,31 Janeiro 2025,,,,,Série 3,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Citroën,C3 Aircross,1.2 PureTech Feel,Gasolina,Dezembro,2018,87 000 km,1 199 cm3,82 cv,,Sim,Sim,SUV / TT,Preto,Manual,5,5,5,Classe 1,Tracção dianteira,,18 Meses,1,Nacional,,Usados,13 900,8090807684,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/citron-c3-aircross-1-2-puretech-feel-ID8PycG8.html,,,Sim,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Renault,Kangoo,1.5 dCi Maxi Business,Diesel,Janeiro,2018,196 901 km,1 461 cm3,90 cv,,Sim,Sim,Monovolume,Branco,Manual,,5,5,,,,18 Meses,1,Nacional,,Usados,12 799,8091394705,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/renault-kangoo-1-5-dci-maxi-business-ID8PAFod.html,,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
Profissional,Fiat,500,1.2 Lounge,Gasolina,Julho,2019,97 951 km,1 242 cm3,69 cv,,Sim,Sim,Citadino,Cinzento,Manual,5,3,4,,,,18 Meses,1,Nacional,,Usados,10 999,8091451723,29 de março de 2024 ,https://www.standvirtual.com/carros/anuncio/fiat-500-1-2-lounge-ID8PAUdR.html,,,,Sim,,,,,,,,,,,,,,StandVirtual,Yes,2024-03-29
