ID,Make,Model,Model Version,Price,Mileage,Gearbox,First Registration,Fuel Type,Power,Seller,Gears,Engine Size,Cylinders,Weight,Other Fuel Types,Fuel Consumption,CO2 Emissions,Emission Class,Site,Data,Portugal
986260ad61654adf8ac67d33a0d7e42c,Volkswagen,Golf GTI,Clubsport - NIEUW - 0 KM - 2023 - DSG - 300 PK,"€ 44,990.-1",-,Automatic,-,Gasoline,221 kW (300 hp),Dealer,,,,,,,,Euro 6,AutoScout24,2023-09-06 15:04:29.075995,No
430987deebb64447bb94ac4866efd154,Ford,Mustang,GT B&O KAM. LEDER PREMIUM-PKT2 MagneRide,"€ 44,890.-","14,300 km",Automatic,08/2020,Gasoline,331 kW (450 hp),Dealer,10,"5,038 cc",8,"1,831 kg",,11.8 l/100 km (comb.)18.3 l/100 km (city)8.1 l/100 km (country),268 g/km (comb.),Euro 6d-TEMP,AutoScout24,2023-09-06 15:04:32.580032,No
0bc77f1f4731421eb3d8dd4554fb9eaa,Mercedes-Benz,A 35 AMG,A 4-Matic Speedshift Premium Night LEDER/ALCANTARA,"€ 38,490.-1","76,714 km",Automatic,07/2019,Gasoline,225 kW (306 hp),Dealer,8,"1,991 cc",4,,,7.4 l/100 km (comb.),187 g/km (comb.),Euro 6d-TEMP,AutoScout24,2023-09-06 15:04:36.263778,No
cb2e2c5a53094ca695203752efd0b43d,Mercedes-Benz,SL 350,7G-TRONIC,"€ 33,888.-","145,906 km",Automatic,02/2010,Gasoline,232 kW (315 hp),Dealer,,"3,498 cc",,,,9.7 l/100 km (comb.)13.8 l/100 km (city)7.2 l/100 km (country),230 g/km (comb.),Euro 5,AutoScout24,2023-09-06 15:04:38.634254,No
7ad8009c03834c628252f343dcb9b93c,Cupra,Born,58 kWh (Wärmepumpe*Pilot M Paket) NAVI LED,"€ 32,820.-1","13,640 km",Automatic,12/2022,Electric,150 kW (204 hp),Dealer,,,,,Electricity,,,Euro 6,AutoScout24,2023-09-06 15:04:40.042071,No
832ea73bcdee478e8fc98eb71436522b,Mercedes-Benz,GLC 300,GLC 300 d 4Matic Premium Plus aut.,"€ 43,300.-","70,620 km",Automatic,12/2019,Diesel,180 kW (245 hp),Dealer,,,,,,,,,AutoScout24,2023-09-06 15:04:41.346381,No
605bb616c947474e8fa5818347d9c8eb,Lynk & Co,01,PHEV 1.5 Plug-In Hybrid 261 CV Automatica NAVI TE,"€ 32,800.-1","25,500 km",Automatic,08/2021,Electric/Gasoline,192 kW (261 hp),Dealer,7,"1,477 cc",3,"1,879 kg",Electricity,,,Euro 6,AutoScout24,2023-09-06 15:04:42.924232,No
ff7426aa284a4a10afc5d806501f054b,Audi,A6,Avant sport 50 TDI qu S line HD Matrix B&O AHK ...,"€ 36,880.-1","119,791 km",Automatic,11/2019,Diesel,210 kW (286 hp),Dealer,8,"2,967 cc",6,"1,965 kg",,,,Euro 6d-TEMP,AutoScout24,2023-09-06 15:04:47.470062,No
5f34254527504183bebb50a768e895d1,Lynk & Co,01,PHEV 1.5 Hybrid,"€ 31,400.-","31,700 km",Automatic,12/2021,Gasoline,132 kW (179 hp),Dealer,7,,,,,,,Euro 6d-TEMP,AutoScout24,2023-09-06 15:04:48.951956,No
3a57c726daea49469738a2a321b01f6c,Volvo,XC40,Core T2 EU6d Navi digitales Cockpit Soundsystem LE,"€ 36,300.-1","2,500 km",Automatic,06/2023,Gasoline,95 kW (129 hp),Dealer,8,"1,477 cc",3,"1,625 kg",,,,Euro 6d,AutoScout24,2023-09-06 15:04:52.522118,No
83dafab76bc94cd69464066b401a7ea7,BMW,X2,xDrive25e Sitzheitzung Navi Parkingassistent,"€ 33,400.-1","19,996 km",Automatic,08/2021,Electric/Gasoline,162 kW (220 hp),Dealer,6,"1,499 cc",0,"1,805 kg",Electricity,1.9 l/100 km (comb.),43 g/km (comb.),Euro 6d,AutoScout24,2023-09-06 15:04:54.007433,No
011285e9609447c09f5d452bf77c8417,BMW,M6,"GRAN COUPE CARBON / LED,HEAD-UP,BANG&OLUFSEN","€ 44,777.-","95,000 km",Automatic,03/2014,Gasoline,412 kW (560 hp),Dealer,,"4,395 cc",8,,,,,Euro 5,AutoScout24,2023-09-06 15:04:56.429254,No
ff6c435032bb493cb1ef00fb32d2b1ec,Mercedes-Benz,CLA 250,e SB AMG-Sport/MBUX/LED/Cam/Night/Pano,"€ 34,990.-","24,275 km",Automatic,03/2021,Electric/Gasoline,118 kW (160 hp),Dealer,,"1,332 cc",4,"1,750 kg",Electricity,,,Euro 6d,AutoScout24,2023-09-06 15:04:57.827177,No
b10714be0f324073b56be5c4cb31643a,Lexus,RC 300h,*Leder*Premium Navi*Kamera*LED*SHZ*18''*,"€ 32,990.-","30,500 km",Automatic,01/2017,Electric/Gasoline,164 kW (223 hp),Dealer,1,"2,494 cc",4,"1,811 kg",Electricity,4.9 l/100 km (comb.),108 g/km (comb.),Euro 6,AutoScout24,2023-09-06 15:04:59.376454,No
ee5febcc12fc44abb6a6ed71b784f3d2,Volkswagen,T-Roc,Life 2.0 TDI 150PS Automaitk Navi ACC,"€ 31,850.-1","3,479 km",Automatic,09/2022,Diesel,110 kW (150 hp),Dealer,7,"1,968 cc",4,"1,455 kg",,,,Euro 6,AutoScout24,2023-09-06 15:05:02.687136,No
a196e549a18a4448852e7205961f4544,Volvo,XC40,Momentum Pro T3 EU6d Navi digitales Cockpit Sounds,"€ 34,200.-1","18,490 km",Automatic,01/2022,Gasoline,120 kW (163 hp),Dealer,8,"1,477 cc",3,"1,625 kg",,,,Euro 6d,AutoScout24,2023-09-06 15:05:06.098649,No
c4c44bbe355145ad9a11ea03dc1a2c29,BMW,X5,3.0 dAS xDrive30 * PACK M * GAR 12 MOIS * 115MKM,"€ 39,490.-","99,000 km",Automatic,02/2018,Diesel,190 kW (258 hp),Dealer,8,"2,993 cc",6,"2,145 kg",,6.9 l/100 km (comb.)7.8 l/100 km (city)6.4 l/100 km (country),183 g/km (comb.),Euro 6d-TEMP,AutoScout24,2023-09-06 15:05:08.447491,No
0d9d11f21db541fcb78a8b3bab375a02,Volkswagen,Tiguan Allspace,2.0 TDI DSG 4Motion R-Line Highline Klima Navi,"€ 34,950.-1","29,408 km",Automatic,08/2019,Diesel,140 kW (190 hp),Dealer,,"1,968 cc",4,"1,790 kg",,5.8 l/100 km (comb.)6.9 l/100 km (city)5.2 l/100 km (country),153 g/km (comb.),Euro 6d-TEMP,AutoScout24,2023-09-06 15:05:11.955287,No
57c98056f4714bc883cee10246428fb0,Volkswagen,T-Roc,2.0 TDI STYLE DSG con TECH PACK,"€ 36,000.-1",1 km,Automatic,-,Diesel,110 kW (150 hp),Dealer,6,,3,,,,,Euro 6d-TEMP,AutoScout24,2023-09-06 15:05:14.297870,No
5a55dd263e3541f5be96ec0294e20289,Mercedes-Benz,E 400,7G-TRONIC Avantgarde,"€ 31,950.-","90,033 km",Automatic,09/2015,Gasoline,245 kW (333 hp),Dealer,7,"3,498 cc",6,"1,785 kg",,6.9 l/100 km (comb.)9.4 l/100 km (city)5.5 l/100 km (country),161 g/km (comb.),Euro 6,AutoScout24,2023-09-06 15:05:17.400033,No
2affedd821774e26a86d88fb098ccc81,Mercedes-Benz,CLA 200,SB AMG-Sport/LED/Cam/Pano/Night/AHK/19',"€ 31,880.-1","20,713 km",Manual,03/2021,Gasoline,120 kW (163 hp),Dealer,,"1,332 cc",4,"1,430 kg",,,,Euro 6d,AutoScout24,2023-09-06 15:05:20.858934,No
fc97b7d5664e45088cda1b20db8941c0,Volkswagen,ID.3,Nuova ID.3 Pro Performance 58kWh 204cv,"€ 34,870.-1",1 km,Automatic,-,Electric,150 kW (204 hp),Dealer,6,,4,,Electricity,,,Euro 6d-TEMP,AutoScout24,2023-09-06 15:05:22.371847,No
d016b7cc58ed43d9b01cf1c0a9adda66,BMW,M3,Cabrio NAVI SOUNDSYSTEM (HARMAN/KARDON),"€ 42,890.-","101,000 km",Automatic,05/2012,Gasoline,309 kW (420 hp),Dealer,,"3,999 cc",8,,,12.3 l/100 km (comb.)17.3 l/100 km (city)9.4 l/100 km (country),293 g/km (comb.),Euro 5,AutoScout24,2023-09-06 15:05:26.146102,No
f313e7c8c7c748c18d3025604ab78edd,MG,MG4,Luxury,"€ 37,440.-1","3,500 km",Automatic,07/2023,Electric,150 kW (204 hp),Dealer,,,,,Electricity,,,Euro 6,AutoScout24,2023-09-06 15:05:28.545669,No
efcfaefbba1747aeb3d2564fe9e66713,Tesla,Model S,75D / DUAL MOTOR / FREE SUPERCHARGER / AUTOPILOT !,"€ 37,950.-","90,000 km",Automatic,05/2017,Electric,386 kW (525 hp),Dealer,1,,1,"1,900 kg",Electricity,,,,AutoScout24,2023-09-06 15:05:31.020041,No
ac14c275b5ef4eed8c7e7781a361d946,BMW,530,530eA PHEV Performance OPF Sport Corporate LEDER/C,"€ 31,990.-1","54,682 km",Automatic,01/2019,Electric/Gasoline,135 kW (184 hp),Dealer,8,"1,998 cc",4,,Electricity,,,Euro 6d-TEMP,AutoScout24,2023-09-06 15:05:35.627234,No
7b003432d6fc4e55a8e6b9a473df1608,Lynk & Co,01,PHEV LED/PANO/NAV/D-ASSIST+/360°CAM/NEW MODEL,"€ 30,990.-1","13,068 km",Automatic,04/2022,Electric/Gasoline,192 kW (261 hp),Dealer,7,"1,477 cc",3,"1,954 kg",Electricity,,,Euro 6d,AutoScout24,2023-09-06 15:05:39.161334,No
84b0732257f743729cda6bdd908bf529,Volkswagen,Golf GTI,Clubsport - NIEUW - 0 KM - 2023 - DSG - 300 PK,"€ 44,990.-1",-,Automatic,-,Gasoline,221 kW (300 hp),Dealer,,,,,,,,Euro 6,AutoScout24,2023-09-06 15:05:43.494331,No
41d5c0d6e7ca4dc3a42cafaaf4acd4ac,BMW,X3,xD20i xLine HUD HiFi Kamera LED Leder Sport,"€ 36,499.-1","45,776 km",Automatic,12/2019,Gasoline,135 kW (184 hp),Dealer,,"1,998 cc",,,,7.3 l/100 km (comb.)8.7 l/100 km (city)6.4 l/100 km (country),166 g/km (comb.),Euro 6c,AutoScout24,2023-09-06 15:05:46.958544,No
a28e13f7a035449081796912aad25e83,Chevrolet,Camaro,6.2  V8 *Sport Coupe*Navi*Leder* SS,"€ 43,922.-","14,215 km",Automatic,01/2021,Gasoline,339 kW (461 hp),Dealer,,"6,162 cc",,,,11.1 l/100 km (comb.)17 l/100 km (city)7.7 l/100 km (country),252 g/km (comb.),Euro 6,AutoScout24,2023-09-06 15:05:49.437271,No
eaa1657e056d4e10abb8f3b9d31f1763,Volkswagen,T-Roc,2.0 TDI LIFE SCR,"€ 30,555.-1",1 km,Manual,-,Diesel,85 kW (116 hp),Dealer,6,,4,,,,,Euro 6d-TEMP,AutoScout24,2023-09-06 15:05:50.756400,No
884d0f1ccd1345cbb80f2734c19aee1a,Volkswagen,T5 Transporter,T5 2.0TDI 4Motion * WIDDER/SEIKEL Sperre *,"€ 43,990.-","93,500 km",Manual,07/2011,Diesel,103 kW (140 hp),Dealer,6,"1,968 cc",4,"1,985 kg",,8.4 l/100 km (comb.)10.4 l/100 km (city)7.3 l/100 km (country),221 g/km (comb.),Euro 5,AutoScout24,2023-09-06 15:05:55.233996,No
d288510b8a204a69888f2ee5c1036a69,BMW,520,d M Sportpaket DrivingAssist / 2j-BPS.GARANTI,"€ 32,950.-1","72,002 km",Automatic,01/2020,Diesel,140 kW (190 hp),Dealer,8,"1,995 cc",4,"1,670 kg",,4.1 l/100 km (comb.)4.6 l/100 km (city)3.8 l/100 km (country),108 g/km (comb.),Euro 6d-TEMP,AutoScout24,2023-09-06 15:05:57.737496,No
736b565eab5a47e5b67ed486fa6f12af,Volkswagen,Tiguan Allspace,2.0 TDI DSG LIFE AHK KAM NAVI AID GJR SHZ,"€ 35,890.-1","26,500 km",Automatic,12/2022,Diesel,110 kW (150 hp),Dealer,7,"1,968 cc",,,,,,Euro 6d,AutoScout24,2023-09-06 15:06:01.072621,No
e87868a9ab8646e0a3610365102c88a6,Chevrolet,Camaro,"Coupe SS 6.2 V8 Auto. DE-Fz., Navi, Leder","€ 38,800.-","62,600 km",Automatic,07/2016,Gasoline,339 kW (461 hp),Dealer,8,"6,162 cc",8,"1,800 kg",,13.1 l/100 km (comb.)18.9 l/100 km (city)9.7 l/100 km (country),304 g/km (comb.),Euro 6,AutoScout24,2023-09-06 15:06:05.530738,No
301dad954b6e4380af56ca20a23bf34a,Mercedes-Benz,E 500,Cabrio AMG-Line Aut. NAV+LED+KAMERA+H&K,"€ 39,989.-","74,880 km",Automatic,02/2018,Gasoline,300 kW (408 hp),Dealer,7,"4,663 cc",8,"1,945 kg",,9.2 l/100 km (comb.)12.3 l/100 km (city)7.3 l/100 km (country),213 g/km (comb.),Euro 6,AutoScout24,2023-09-06 15:06:08.888314,No
a1e65f728985471da8cd0adcfc09a0df,BMW,530,530EA PHEV PERFORMANCE acc leder zetelverwarming c,"€ 32,990.-1","61,395 km",Automatic,04/2019,Electric/Gasoline,135 kW (184 hp),Dealer,1,"1,998 cc",4,,Electricity,2.1 l/100 km (comb.),47 g/km (comb.),Euro 6d,AutoScout24,2023-09-06 15:06:13.240520,No
e77520a941214045a643796ab04623ab,Mercedes-Benz,E 63 AMG,4-Matic Pano Distronic Kamera LED,"€ 39,800.-","121,221 km",Automatic,09/2013,Gasoline,410 kW (557 hp),Dealer,,"5,461 cc",,,,10.3 l/100 km (comb.)14.4 l/100 km (city)7.9 l/100 km (country),244 g/km (comb.),Euro 6,AutoScout24,2023-09-06 15:06:17.650119,No
c672255cc87f46e48634748f5683c784,BMW,X3,xD30i xLine ACC Kamera HUD Panorama AHK LED,"€ 35,499.-","84,758 km",Automatic,09/2019,Gasoline,185 kW (252 hp),Dealer,,"1,998 cc",,,,7.3 l/100 km (comb.)8.5 l/100 km (city)6.6 l/100 km (country),167 g/km (comb.),Euro 6c,AutoScout24,2023-09-06 15:06:22.165707,No
